"17"	"130"	"101"	"27"	"189"	"港铁1号线"	"0"	"73"	"22010119471223646x"	"二哈客服授信申请1"	"10.00"	"2019-9-1"	"2019-9-7"	"0"	"196"	"2019-8-23 16:17:40"	"2019-8-23 16:17:40"	"196"	"1"
"18"	"130"	"104"	"31"	"195"	"北京"	"0"	""	"321181195203083857"	"二哈授信客服2授信1"	"1.00"	"2019-9-1"	"2019-9-30"	"0"	"196"	"2019-8-23 17:09:39"	"2019-8-23 17:09:39"	"196"	"1"
"19"	"130"	"104"	"31"	"195"	"北京"	"0"	"83"	"321181195203083857"	"二哈授信客服2授信1"	"1.00"	"2019-9-1"	"2019-9-7"	"0"	"196"	"2019-8-23 17:33:55"	"2019-8-23 17:33:55"	"196"	"1"
"20"	"130"	"104"	"31"	"195"	"北京"	"0"	"88"	"321181195203083857"	"二哈授信客服2授信1"	"1.00"	"2019-9-1"	"2019-9-7"	"0"	"196"	"2019-8-23 17:39:16"	"2019-8-23 17:39:16"	"196"	"1"
"21"	"85"	""	"44"	""	"良品铺子（南宁111）"	"0"	""	"460005197809010828"	"良品铺子111"	"307800.50"	"2019-5-29"	"2019-8-29"	"0"	"69"	"2019-8-26 18:07:47"	"2019-8-26 18:07:47"	"69"	"1"
"22"	"130"	"102"	"25"	"191"	"a1"	"0"	"71"	"330624195802248263"	"二哈客服授信申请12"	"20000.00"	"2019-9-1"	"2019-9-30"	"0"	"1"	"2019-8-27 10:22:10"	"2019-8-27 10:22:10"	"1"	"1"
"23"	"85"	""	"140"	""	"项目1"	"0"	""	"371002197306028882"	"1列"	"120.00"	"2017-7-3"	"2017-10-5"	"0"	"69"	"2019-8-28 09:34:17"	"2019-8-28 17:43:39"	"69"	"1"
"24"	"130"	""	"34"	""	"老铁来玩22"	"0"	""	"652302195706294149"	"戴总22"	"10.00"	"2019-9-1"	"2019-10-31"	"2"	"196"	"2019-8-30 09:41:13"	"2019-8-30 09:41:48"	"196"	"1"
"25"	"130"	""	"34"	""	"老铁来玩22"	"0"	""	"652302195706294149"	"戴总22"	"499900.00"	"2019-9-1"	"2019-10-31"	"0"	"196"	"2019-8-30 09:43:11"	"2019-8-30 09:43:11"	"196"	"1"
"26"	"130"	""	"34"	""	"老铁来玩22"	"0"	""	"652302195706294149"	"戴总22"	"90.00"	"2019-9-1"	"2020-8-31"	"0"	"196"	"2019-8-30 09:44:11"	"2019-8-30 09:44:11"	"196"	"1"
"27"	"130"	""	"35"	""	"港铁4号延长线二期33"	"0"	""	"610112201101118346"	"戴总33"	"20000.00"	"2019-9-1"	"2020-8-31"	"0"	"196"	"2019-8-30 09:52:03"	"2019-8-30 09:52:03"	"196"	"1"
"28"	"132"	"109"	"155"	"204"	"勺子"	"0"	"95"	"522222198509166636"	"云吞面客服授信申请2"	"2.00"	"2019-9-1"	"2019-9-30"	"0"	"206"	"2019-8-30 14:06:23"	"2019-8-30 14:06:23"	"206"	"1"
"29"	"133"	"115"	"167"	"216"	"百度"	"0"	"96"	"511011196810194423"	"客服2"	"20.00"	"2019-9-1"	"2019-9-7"	"0"	"203"	"2019-8-30 15:36:05"	"2019-8-30 15:36:05"	"203"	"1"
"30"	"134"	""	"171"	""	"某某项目1"	"0"	""	"22010520090915017x"	"导入1"	"307800.50"	"2019-5-29"	"2019-8-29"	"0"	"1"	"2019-8-31 19:56:11"	"2019-8-31 19:56:11"	"1"	"1"
"31"	"134"	""	"171"	""	"某某项目1"	"0"	""	"22010520090915017x"	"导入1"	"307800.50"	"2019-5-29"	"2019-8-29"	"0"	"1"	"2019-9-2 09:11:36"	"2019-9-2 09:11:36"	"1"	"1"
"32"	"134"	""	"171"	""	"某某项目1"	"0"	""	"22010520090915017x"	"导入1"	"307800.50"	"2019-5-29"	"2019-8-29"	"0"	"1"	"2019-9-2 09:13:05"	"2019-9-2 09:13:05"	"1"	"1"
"33"	"118"	"90"	"21"	"175"	"太平洋加盖雨棚"	"0"	"109"	"340300195606170870"	"商务经理sx申请1"	"1000.00"	"2019-9-30"	"2019-10-12"	"0"	"173"	"2019-9-3 12:11:39"	"2019-9-3 12:11:39"	"173"	"1"
"34"	"118"	"91"	"172"	"177"	"凤凰第三工业区城市更新单元123地块消防设备采购及安装工程"	"0"	"113"	"352101197504304215"	"杨家孝"	"2.00"	"2019-5-29"	"2019-12-19"	"0"	"176"	"2019-9-3 16:03:25"	"2019-9-3 16:03:25"	"176"	"1"
"35"	"118"	"139"	"174"	"252"	"苗寨"	"0"	"116"	"440781199412117256"	"0903授信申请3"	"5.00"	"2019-10-11"	"2019-10-12"	"0"	"175"	"2019-9-3 17:32:03"	"2019-9-3 17:32:03"	"175"	"1"
"36"	"118"	"139"	"174"	"252"	"苗寨"	"0"	"117"	"440781199412117256"	"0903授信申请3"	"30.00"	"2019-9-4"	"2019-10-5"	"0"	"176"	"2019-9-3 17:45:17"	"2019-9-3 17:45:17"	"176"	"1"
"37"	"118"	"139"	"174"	""	"苗寨"	"0"	""	"440781199412117256"	"0903授信申请3"	"5.00"	"2019-10-1"	"2019-10-12"	"0"	"176"	"2019-9-3 17:49:43"	"2019-9-3 17:49:43"	"176"	"1"
"38"	"118"	"139"	"174"	""	"苗寨"	"0"	""	"440781199412117256"	"0903授信申请3"	"60.00"	"2019-10-1"	"2019-9-30"	"0"	"176"	"2019-9-3 17:52:13"	"2019-9-3 17:52:13"	"176"	"1"
"39"	"118"	"131"	"177"	"242"	"项目0902"	"0"	"127"	"340602196212033738"	"王0902"	"10000.00"	"2019-5-29"	"2019-8-29"	"0"	"176"	"2019-9-4 15:34:23"	"2019-9-4 15:34:23"	"176"	"1"
"40"	"118"	"136"	"178"	"249"	"授信工程项目1"	"0"	"128"	"542229201607105020"	"0902授信申请11"	"10.11"	"2019-5-29"	"2019-8-29"	"0"	"176"	"2019-9-4 15:57:01"	"2019-9-4 15:57:01"	"176"	"1"
"41"	"118"	"136"	"178"	""	"授信工程项目1"	"0"	""	"542229201607105020"	"0902授信申请11"	"6.00"	"2019-5-29"	"2019-8-29"	"0"	"173"	"2019-9-4 21:32:29"	"2019-9-4 21:32:29"	"173"	"1"
"42"	"1"	"143"	"187"	"255"	"不喜欢吃_五仁叉烧月饼"	"0"	"134"	"510522194106208496"	"超管授信申请1"	"10.00"	"2017-7-3"	"2017-10-5"	"0"	"1"	"2019-9-11 16:18:09"	"2019-9-11 16:18:09"	"1"	"1"
"43"	"118"	"145"	"189"	""	"耗子"	"0"	""	"321102196311011016"	"swjl申请授信1"	"1.00"	"2017-7-3"	"2020-10-1"	"0"	"173"	"2019-9-12 13:41:12"	"2019-9-12 13:41:12"	"173"	"1"
"44"	"118"	"149"	"193"	""	"萨达5"	"0"	""	"430302195902161420"	"UATswjl03"	"100.00"	"2019-10-1"	"2019-10-31"	"0"	"177"	"2019-10-12 15:52:08"	"2019-10-12 15:52:08"	"177"	"1"
